"uid","domainID","siteID","namedLocation","sampleID","collectDate","laboratoryName","pH","externalConductance","waterCarbonate","waterBicarbonate","externalANC","waterCalcium","waterMagnesium","waterSodium","waterPotassium","waterSulfate","waterChlorine","waterManganese","waterIron","waterBromine","waterFluorine","waterSilica","totalSuspendedSolids","totalSuspendedSolidsDryMass","totalDissolvedSolids","waterNitrateAndNitriteN","waterNitriteN","waterAmmoniumN","waterOrthophosphateP","waterTotalNitrogen","totalDissolvedNitrogen","dissolvedInorganicCarbon","dissolvedOrganicCarbon","waterTotalOrganicCarbon","waterTotalPhosphorus","totalDissolvedPhosphorus","totalParticulateCarbonMass","totalParticulateNitrogenMass","uvAbsorbance250","uvAbsorbance284","coolerTemp","sampleCondition","remarks","shipmentWarmQF","externalLabDataQF"
"3e7a03a5-76b6-4a6b-b4e4-66947b9f515b","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170316","2017-03-16T14:30Z","EcoCore_CSU",6.71,101.28,0.01,13.01,0,4.29,1.1,15.86,0.393,3.42,25.21,0.01,0.41,0.01,0.01,4.72,0,0,71.23,0.085,0.009,0.02,0.023,0.2299,0.1926,1.559,1.818,1.8,0.012,0.001,0.438,0.104,0.0547,0.0396,5.9,NA,NA,0,NA
"23333fd3-4aa2-4465-af03-014dfbcc4243","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170320","2017-03-20T13:00Z","EcoCore_CSU",6.83,97.53,0.01,6.52,0,4.28,1.12,15.35,0.382,4.25,25.89,0.01,0.45,0.01,0.01,4.74,0,0,67.94,0.069,0.008,0.02,0.022,0.0276,0.1817,1.392,1.592,1.58,0.008,0.001,0.2836,0.0838,0.0624,0.041,3.8,NA,NA,0,NA
"afbd33d6-9854-4620-9798-e4588d260e49","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170329","2017-03-29T15:35Z","EcoCore_CSU",6.76,97.42,0.01,4.86,0,4.12,0.99,15.42,0.312,4.98,27.55,0.02,0.54,0.01,0.01,3.66,4,100,67.85,0.056,0.009,-0.04,0.023,0.1998,0.2584,1.178,3.485,3.35,0.009,0.005,0.4804,0.1422,0.1197,0.077,2.6,NA,NA,0,NA
"0169f09e-5555-46ea-85de-7ace868ccce2","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170405","2017-04-05T14:05Z","EcoCore_CSU",6.66,76,0,0.41,0,3.01,0.8,13.05,0.476,4.56,24.3,0.01,0.04,0.01,0.01,4.11,4,100,52.2,0.036,0.021,0,0.024,0.2263,0.1969,0.9246,3.469,3.29,0.001,0.001,0.395,0.0258,0.1299,0.0928,3.9,NA,NA,0,NA
"0b4a639f-d2f5-4aef-b1ca-adbc1e9b8ff4","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170411","2017-04-11T13:30Z","EcoCore_CSU",6.98,96.6,0,1.32,0,3.76,0.99,15.46,0.536,5.43,28.72,0.01,0.04,0.01,0,5.59,4,100,66.5,0.038,0.004,0.03,0.018,0.1585,0.1622,1.309,2.577,2.52,0.006,0.002,0.2918,0.007,0.1207,0.0921,2.8,NA,NA,0,NA
"8a991fc0-4f86-4f44-9c49-047bd6bb6711","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170417","2017-04-17T13:30Z","EcoCore_CSU",6.87,112.6,0,27.46,0,4.36,1.1,15.98,0.585,4.58,15.96,0.01,0.06,0.01,0.01,2.06,0,0,77.5,0.034,0.003,0.06,0.017,0.1732,0.1434,1.655,2.911,2.75,0.009,0.005,0.2703,0.0808,0.087,0.0604,3.9,NA,NA,0,NA
"35e4496d-dd54-4b87-af2d-26dae1dbae58","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170426","2017-04-26T14:15Z","EcoCore_CSU",7.12,92.56,0,38.95,1,4.03,1,12.61,0.571,4.8,0.51,0.01,0.08,6.76,0.01,3.91,0,0,65.82,0.016,0.017,0.04,0.018,0.2087,0.1929,1.553,3.736,3.36,0.004,0.002,1.386,0.1792,0.1445,0.1015,2.6,NA,NA,0,NA
"7aed9361-e6d2-4660-90ef-2004a65582ec","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170509","2017-05-09T09:46Z","EcoCore_CSU",7.03,81.34,0,4.51,0,3.98,1,11.4,0.489,5.37,21.16,0.01,0.07,0.01,0.01,4.13,20,500,57.64,0.01,0.007,0.03,0.015,0.2113,0.1321,1.24,2.654,2.51,0.016,0.0115,0.3761,0.0618,0.0993,0.0677,3.4,NA,NA,0,NA
"a004b8ef-58b2-46cb-b29c-8fc84143bfc3","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170515","2017-05-15T09:55Z","EcoCore_CSU",6.48,63.21,0,3.18,0,3.32,0.85,9.11,0.395,4.78,17.19,0,0.07,0.01,0.01,3.8,8,200,45.21,0.003,0.008,0.04,0.016,0.2251,0.1338,1.181,3.333,3.38,0.017,0.0145,0.534,0.067,0.1506,0.1046,4.9,NA,NA,0,NA
"10858481-1fd9-42a9-ab77-0d039016440c","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170531","2017-05-31T09:30Z","EcoCore_CSU",7.05,78.6,0,1.28,0,3.91,0.92,11.26,0.365,5.09,22.57,0.01,0.1,0.01,0.01,4.49,12,300,54.2,0.028,0.005,0.08,0.002,0.1699,0.1861,1.665,2.583,2.59,0.011,0.008,0.2947,0.0886,NA,NA,6.1,NA,NA,1,NA
"50f23a02-ff17-4a10-ae1c-5cc6bc3ee4cf","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170620","2017-06-20T12:56Z","EcoCore_CSU",7.12,133.8,0,9.41,0,4.57,1.05,13.5,0.514,4.03,23.59,0.01,0.33,0.01,0.01,4.86,3,300,94.7,0.016,-0.007,0.08,0.023,0.2007,0.1933,2.007,3.664,3.59,0.004,0.002,0.4865,0.0522,0.1999,0.1408,4.1,NA,NA,0,NA
"ccc91ce0-a1ba-4d0e-b7d0-183f1610a6ae","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170710","2017-07-10T16:09Z","EcoCore_CSU",7.33,158.9,0,11.45,0,5.36,1.26,17.29,0.739,3.13,31.18,0.02,0.6,0.01,0.01,4.68,1,100,81.25,0.056,0.015,0.23,0.028,0.2377,0.2417,2.823,3.575,3.5,0.007,0.0045,0.4111,0.0099,0.1948,0.1403,3.5,NA,NA,0,NA
"02f022ad-20dc-4cd2-89aa-aee1cd965450","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170725","2017-07-25T12:30Z","EcoCore_CSU",7.44,172.8,0,8.29,0,5.77,1.33,18.75,0.724,3.54,35.82,0.03,0.88,0.01,0.01,4.58,8,800,85.67,0.035,-0.005,0.02,0.044,0.219,0.2222,3.027,3.683,3.57,0.0553,0.001,0.4342,0.1378,0.2125,0.1554,4.2,NA,NA,0,NA
"bc60576d-c2b6-4adf-bbaa-77bbdafe9ec2","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170808","2017-08-08T12:57Z","EcoCore_CSU",7.33,99.7,0,1.58,0,4.9,1.19,14.32,0.661,3.43,31.01,0.03,0.44,0.01,0.01,4.17,2,100,68.93,0.0831,-2e-04,0.05,0.033,0.2347,0.249,2.878,4.038,4.18,0.017,0.0158,0.3228,0.1006,0.1542,0.1086,4.5,NA,NA,0,NA
"c9c5725a-f979-4259-9ba4-7747a967699a","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170906","2017-09-06T13:00Z","EcoCore_CSU",7.32,142.1,0,13.95,0,8.31,2.05,17.88,1.038,4.1,37.54,0.03,0.42,0.01,0.01,1.71,2,100,100.1,0.0572,0.0579,0.04,0.021,0.1388,0.1904,3.147,3.431,3.32,0.005,0.0024,0.3563,0.0716,0.1445,0.1027,4.6,NA,NA,0,NA
"767bfe55-7dfe-4b4a-b6d6-529696a016f8","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170912","2017-09-12T13:08Z","EcoCore_CSU",7.28,139.8,0,21.93,0,8.22,2.24,18.17,0.995,3.4,34.97,0.02,0.36,0.01,0.01,1.95,3426,171300,98.4,0.0571,0.0109,0.13,0.007,0.0153,0.0059,3.36,2.75,2.79,0.009,0.007,0.2812,0.1237,0.1209,0.0821,4.5,NA,NA,0,NA
"166f9872-9a64-42e7-825a-443fa5d5748a","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20171017","2017-10-17T12:39Z","EcoCore_CSU",6.97,131.2,0.01,23.56,0,8.73,2.05,14.9,1.369,3.42,28.56,0.02,0.29,0.01,0.01,2.32,2,100,92.5,0.0374,0.0185,0.12,0.018,0.1597,0.205,3.445,3.148,3.09,0.029,0.005,0.3445,0.1081,0.1323,0.0944,3.9,NA,NA,0,NA
"54194d54-4452-41e5-a37d-2268c6cde3c2","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20171107","2017-11-07T14:18Z","EcoCore_CSU",7.36,321.6,0.01,133.5,2,48.72,1.22,9.64,0.336,5.13,23.46,0,0.14,0.01,0.01,0.25,0,0,226.4,0.0096,0.0239,0.13,0.009,0.1225,0.1371,1.968,4.027,3.93,0.004,0.003,0.3352,0.101,0.1654,0.1158,2.1,NA,NA,0,NA
"e7e0d0d6-a6f0-4e56-b77e-ea18aa028eda","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20171113","2017-11-13T14:28Z","EcoCore_CSU",6.61,81.6,0.01,23.65,0,5.11,1.33,9.68,0.221,13.92,1.01,0,0.1,0.01,0.01,0.26,4,200,58.9,0.1171,0.015,0.16,0.012,0.1214,0.1539,2.373,2.628,2.41,0.009,0.008,0.2994,0.0352,0.0666,0.0466,3.5,NA,NA,0,NA
"f39f1606-2d58-42c2-8de3-75567dddf2fc","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20171206","2017-12-06T15:50Z","EcoCore_CSU",7.5,118.3,0.01,11.69,0,4.66,1.24,9.05,0.268,7.73,6.32,0,0.15,0.01,0.01,0.26,2,100,53.7,0.0444,0.01,0.1,0.008,-0.0932,-0.0598,1.612,3.871,4.07,0.021,0.019,0.467,0.1031,0.1739,0.1244,3.2,NA,NA,0,NA
"551a8d97-f421-4ae4-8a1e-0ce2169515cc","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20171212","2017-12-12T14:25Z","EcoCore_CSU",7.13,119.7,0.01,25.41,0,4.6,0.53,8.58,0.63,5.76,5.09,0,0.11,0.01,0.01,0.25,2,100,47.6,0.0644,0.0117,0.11,0.009,-0.1174,-0.0767,1.892,2.103,2.33,0.022,0.019,0.3238,0.0593,0.0983,0.0673,2.1,NA,NA,0,NA
"7e3ed02e-9687-415a-95da-af84e50271f5","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180125","2018-01-25T14:42Z","EcoCore_CSU",6.65,88.54,0.01,15.69,0,6.33,0.29,11.95,0.481,2.43,15.69,0,0.03,0.01,1.15,0.22,2,100,89.5,0.082,0.0125,0.12,0.067,0.1461,0.1429,0.9796,2.084,2.26,0.008,0.006,0.3695,0.1073,0.0609,0.0287,3.9,NA,NA,0,NA
"566c7fb9-76a4-4256-8ebd-28bb33f27bdf","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180214","2018-02-14T15:10Z","EcoCore_CSU",6.85,124.5,0.01,41.94,1,3.21,0.81,14.2,0.419,5.73,1.74,0.01,0.03,0.01,0.01,3.75,8,400,86.4,0.0771,0.0125,0.1,0.052,0.0703,0.0704,0.8908,1.84,1.77,0.001,5e-04,0.294,0.1054,0.0673,0.0476,5.7,NA,NA,0,NA
"9aa6c7ec-9afb-450b-9a61-77f84a9c683e","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180220","2018-02-20T15:12Z","EcoCore_CSU",6.51,116,0.01,17.84,0,5.85,0.98,15.36,0.614,3.05,24.56,0.01,0.04,0.01,0.01,3.55,4,200,82.9,0.075,0.0116,0.12,0.048,0.1506,0.1425,1.297,2.213,2.18,0.001,5e-04,0.3771,0.0913,0.0814,0.0541,1.1,NA,NA,0,NA
"f538bf41-074b-4b58-8090-a5a486134a3b","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180228","2018-02-28T14:33Z","EcoCore_CSU",7.01,125.1,0.01,1.42,0,3.18,0.78,14.66,0.459,5.15,22.83,0.01,0.03,0.01,1.71,3.56,4,200,88.7,0.0592,0.0148,-0.01,0.004,0.1208,0.1129,1.215,1.864,1.9,0.002,0.001,0.2935,0.0709,0.108,0.0757,4,NA,NA,0,NA
"59490df7-38d6-4d14-bdda-b66aedc7b649","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180306","2018-03-06T14:34Z","EcoCore_CSU",7.31,122.2,0.01,17.98,0,5.86,0.92,18.43,0.612,3.67,28.53,0.01,0.03,0.01,0.01,3.93,0,0,86.4,0.05,0.0159,0.03,0.015,0.0433,0.0383,1.194,1.801,1.75,0.001,5e-04,0.3078,0.1018,0.0736,0.0529,5.7,NA,NA,0,NA
"e712684d-7d16-422e-a51c-acb14194a84e","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180312","2018-03-12T14:52Z","EcoCore_CSU",6.04,124.1,0.01,6.72,0,5.24,1.47,16.58,0.538,5.93,30.9,0.01,0.04,0.01,0.01,4.11,0,0,93.7,0.0467,0.0169,0,0.07,0.025,0.0459,1.193,1.843,1.86,0.01,0.007,0.2613,0.013,0.0923,0.0597,3.7,NA,NA,0,NA
"4c1c9359-7451-4640-aae0-2fa03ec86e8f","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180319","2018-03-19T14:21Z","EcoCore_CSU",5.79,140.6,0.01,7.48,0,8.52,3.06,19.52,0.59,2.05,48.24,0.01,0.05,0.01,0.01,4.2,0,0,99.64,0.0498,0.016,0.02,0.092,0.0218,0.0153,1.259,1.789,1.76,0.005,0.001,0.3424,0.0847,0.0575,0.0391,4.8,NA,NA,0,NA
"003aad8f-b1ff-42e5-b613-8a873184b98d","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180329","2018-03-29T14:10Z","EcoCore_CSU",6.53,119.2,0.01,8.85,0,6.72,2.85,10.9,0.366,5.47,27.86,0.01,0.05,0.01,0.01,3.56,0,0,85.36,0.0487,0.0131,-0.01,0.063,1.342,1.134,1.131,6.26,6.89,0.035,0,0.3716,0.06,0.0949,0.0632,-4.3,NA,NA,0,NA
"5cae7a5d-56e4-432c-9036-644d0f2b0b93","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180405","2018-04-05T14:32Z","EcoCore_CSU",6.75,122.3,0.01,3.62,0,3.75,0.86,10.52,0.419,5.2,19.62,0.01,0.05,0.01,0.01,3.58,4,200,84.6,0.055,0.02,0.01,0.063,0.2104,0.2141,1.075,2.699,2.7,0.0401,0.0087,0.3075,0.1198,0.1085,0.0751,6.5,NA,NA,1,NA
"300278bb-63bb-4de9-8145-6ee48cc7715d","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180410","2018-04-10T13:30Z","EcoCore_CSU",6.56,135.1,0.01,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,NA,NA,NA,0.2234,NA,NA,NA,1.95,0.1185,NA,0.2839,0.1074,NA,NA,5.7,NA,NA,0,NA
"46c3af83-e5d5-4408-b332-cba545bb532b","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180416","2018-04-16T13:47Z","EcoCore_CSU",6.71,116.7,0.01,7.75,0,4.13,0.86,9.42,0.53,2.12,18.52,0,0.02,0.01,0.01,3.3,6,300,82.4,0.0529,0.0114,0,0.03,0.2077,0.1818,1.362,1.945,1.89,0.0773,0.0239,0.437,0.1283,0.0741,0.0513,7.7,NA,NA,1,NA
"62b15fbc-e349-4e97-bdb2-9aa487d51f71","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180425","2018-04-25T14:35Z","EcoCore_CSU",6.7,123.1,0.01,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,NA,NA,NA,0.0664,NA,NA,NA,2.14,0.023,NA,0.3561,0.0768,NA,NA,8,NA,NA,1,NA
"b7daba6f-686d-4572-a242-26aa05456ec8","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180514","2018-05-14T14:00Z","EcoCore_CSU",7.41,108.4,0.01,6.02,0,2.01,1.64,8.54,0.229,2.36,14.62,0.01,0.07,0.02,0.01,3.51,0,0,76.15,0.022,0.0152,0.03,0.017,0.3476,0.3189,2.009,2.408,2.43,0.0916,5e-04,0.3018,0.0301,0.1148,0.0762,5,NA,NA,0,NA
"6e286080-52e8-4713-9d6c-a747876ca742","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180522","2018-05-22T14:33Z","EcoCore_CSU",6.79,108.95,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.1244,NA,NA,NA,2.3,0.0827,NA,0.3397,0.1181,NA,NA,3.7,NA,NA,0,NA
"25243fa2-5659-4b3d-a031-9d05e0ff62d9","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180604","2018-06-04T14:50Z","EcoCore_CSU",6.5,131.05,0.01,1.07,0,7.91,1.95,16.59,0.705,2.88,40.14,0,0.04,0.01,1.4,4.27,54,2700,91.74,0.0708,0.016,0.01,0.046,0.2953,0.1915,2.834,3.954,4.07,0.0756,0.004,1.6404,0.1949,0.1831,0.1256,1.9,NA,NA,0,NA
"fe9cecc6-b4c9-4d16-aa6b-344a745ea1db","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180619","2018-06-19T13:44Z","EcoCore_CSU",6.93,102.69,0.01,0.11,0,5.37,1.63,13.6,0.616,3.65,32.68,0,0.08,0.01,0.01,4.86,4,200,71.88,-0.0018,0.0287,-0.01,0.015,0.2228,0.2105,2.4,4.987,5.11,0.027,0.0184,0.3904,0.0886,0.21,0.1501,6,NA,NA,0,NA
"75d69e99-a9f2-47ec-916b-e03fddc4a75e","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180711","2018-07-11T14:20Z","EcoCore_CSU",7.51,117.21,0.01,16.58,0,6.51,1.94,15.25,0.541,3.71,28.59,0,0.09,0.01,0.01,5.73,0,0,83.1,0.0863,0.0202,0.07,0.627,0.2162,0.2037,3.44,2.768,2.77,0.055,5e-04,0.2998,0.0882,0.111,0.0811,5.9,NA,NA,0,NA
"c94eea8a-858b-455e-bb1a-6da9bdb6cf62","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180717","2018-07-17T15:16Z","EcoCore_CSU",7.53,119.49,0.01,1.55,0,6.04,1.88,16.4,0.703,3.92,37.87,0,0.17,0.01,0.01,5.15,4,200,82.4,0.0743,0.0228,0.02,0.149,0.2015,0.182,3.593,2.515,2.44,0.019,5e-04,0.3252,0.0497,0.1187,0.0864,5.8,NA,NA,0,NA
"a4021869-a8c8-4625-b9fa-9ad9f1f75287","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180814","2018-08-14T12:57Z","EcoCore_CSU",6.8,64.25,0.01,2.84,0,4.49,1.1,7.8,0.001,4,18.35,0,0.12,0.01,0.01,5.15,8,400,45.02,0.0157,0.0265,0.02,0.314,0.2204,0.2014,1.671,6.228,6.76,0.008,0.0036,0.3895,0.101,0.2754,0.1901,5.5,NA,NA,0,NA
"e94c26a8-1d13-44cf-b5c6-03311c6e0a9f","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180906","2018-09-06T13:08Z","EcoCore_CSU",7.37,92.54,0.01,15.95,0,5.08,1.48,12.05,0.526,3.05,24.53,0,0.24,0.01,0.01,5.66,2,100,65.47,0.0538,0.0207,0.01,0.013,0.082,0.0541,3.351,2.902,2.87,0.003,5e-04,0.3073,0.1053,0.1491,0.1047,9.2,NA,NA,1,NA
"ea837c72-3618-458e-b440-df41a0be57ce","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20180925","2018-09-25T13:00Z","EcoCore_CSU",7.17,72.41,0.01,2.51,0,3.98,1.18,9.25,0.635,4.34,17.15,0,0.05,0.01,1.79,5.46,0,0,21.23,0.0381,0.0232,0.02,0.096,0.1471,0.393,2.599,0.8884,2.65,0.1388,0.0179,0.3024,0.0919,0.0993,0.0672,3.5,NA,NA,0,NA
"95f219e1-824d-47a0-8405-14d7ccb30402","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20181009","2018-10-09T15:06Z","EcoCore_CSU",7.08,85.43,0.01,9.31,0,4.17,1.24,9.84,0.535,4.75,13.64,0,0.08,3.08,1.41,7.67,4,200,60.21,0.0309,0.0229,0.07,0.702,0.2327,0.27,2.675,3.239,2.97,0.2856,5e-04,0.2678,0.0895,0.1108,0.0765,0.7,NA,NA,0,NA
"e9e30a47-6596-4677-81bb-fc16ca9e03bf","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20181009.2","2018-10-09T15:06Z","EcoCore_CSU",7.09,84.63,0.01,15.22,0,4.05,1.2,9.62,0.531,4.86,13.52,0,0.08,0.01,0.01,6.57,4,200,60.35,0.0373,0.0225,0.04,0.108,0.2569,0.204,2.536,3.061,3.13,0.1733,5e-04,0.2673,0.1095,0.1127,0.0801,0.7,NA,NA,0,NA
"b6d6a133-fdc7-4cbf-a2e7-795fe2d0962c","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20181009.3","2018-10-09T15:06Z","EcoCore_CSU",7.08,64.52,0.01,9.35,0,3.77,1.12,8.89,0.475,4.22,13,0,0.06,0.01,1.3,6.2,4,200,46.18,0.041,0.0228,0.02,0.101,0.2241,0.205,2.396,3.441,3.11,0.1821,5e-04,0.2919,0.0893,0.1103,0.0789,0.7,NA,NA,0,NA
"4dee2bb8-edb9-4b3d-921f-8bc3ad0ba17c","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20181106.2","2018-11-06T14:26Z","EcoCore_CSU",6.87,109.24,0.01,42.63,1,10.95,5.06,2.74,0.097,5.5,10.27,0,0.02,0.01,0.14,10.51,6,300,77.69,-0.0578,0.0511,-0.02,0.028,0.4696,0.2797,1.865,3.818,4.4,0.0301,0.0124,0.2915,0.102,0.1406,0.1012,3,NA,"Low NH4 method and Low NO2+NO3 method",0,NA
